hs6,description
280800,2808.00 Nitric acid; sulphonitric acids - 28.08 Nitric acid; sulphonitric acids.
280910,Diphosphorus pentaoxide; phosphoric acid; polyphosphoric - Diphosphorus pentaoxide
280920,Diphosphorus pentaoxide; phosphoric acid; polyphosphoric - Phosphoric acid and polyphosphoric acids
281000,2810.00 Oxides of boron; boric acids - 28.10 Oxides of boron; boric acids.
281111,Other inorganic acids and other inorganic oxygen compounds of - Other inorganic acids - Hydrogen fluoride (hydrofluoric acid)
281112,Other inorganic acids and other inorganic oxygen compounds of - Other inorganic acids - Hydrogen cyanide (hydrocyanic acid)
281119,Other inorganic acids and other inorganic oxygen compounds of - Other inorganic acids - Other
281121,Other inorganic acids and other inorganic oxygen compounds of - Other inorganic oxygen compounds of non-metals - Carbon dioxide
281122,Other inorganic acids and other inorganic oxygen compounds of - Other inorganic oxygen compounds of non-metals - Silicon dioxide
281129,Other inorganic acids and other inorganic oxygen compounds of - Other inorganic oxygen compounds of non-metals - Other
281211,Halides and halide oxides of non-metals - Chlorides and chloride oxides - Carbonyl dichloride (phosgene)
281212,Halides and halide oxides of non-metals - Chlorides and chloride oxides - Phosphorus oxychloride
281213,Halides and halide oxides of non-metals - Chlorides and chloride oxides - Phosphorus trichloride
281214,Halides and halide oxides of non-metals - Chlorides and chloride oxides - Phosphorus pentachloride
281215,Halides and halide oxides of non-metals - Chlorides and chloride oxides - Sulphur monochloride
281216,Halides and halide oxides of non-metals - Chlorides and chloride oxides - Sulphur dichloride
281217,Halides and halide oxides of non-metals - Chlorides and chloride oxides - Thionyl chloride
281219,Halides and halide oxides of non-metals - Chlorides and chloride oxides - Other
281290,Halides and halide oxides of non-metals - Chlorides and chloride oxides - Other
281310,Sulphides of non-metals; commercial phosphorus trisulphide - Carbon disulphide
281390,Sulphides of non-metals; commercial phosphorus trisulphide - Other
281410,"Ammonia, anhydrous or in aqueous solution - Anhydrous ammonia"
281420,"Ammonia, anhydrous or in aqueous solution - Ammonia in aqueous solution"
281511,Sodium hydroxide (caustic soda); potassium hydroxide (caustic - Sodium hydroxide (caustic soda) - Solid
281512,Sodium hydroxide (caustic soda); potassium hydroxide (caustic - Sodium hydroxide (caustic soda) - In aqueous solution (soda lye or liquid soda)
281520,Sodium hydroxide (caustic soda); potassium hydroxide (caustic - Sodium hydroxide (caustic soda) - Potassium hydroxide (caustic potash)
281530,Sodium hydroxide (caustic soda); potassium hydroxide (caustic - Sodium hydroxide (caustic soda) - Peroxides of sodium or potassium
281610,"Hydroxide and peroxide of magnesium; oxides, hydroxides and - Hydroxide and peroxide of magnesium"
281640,"Hydroxide and peroxide of magnesium; oxides, hydroxides and - Oxides, hydroxides and peroxides, of strontium or barium"
281700,2817.00 Zinc oxide; zinc peroxide - 28.17 Zinc oxide; zinc peroxide.
281810,"Artificial corundum, whether or not chemically defined; - Artificial corundum, whether or not chemically defined"
281820,"Artificial corundum, whether or not chemically defined; - Aluminium oxide, other than artificial corundum"
281830,"Artificial corundum, whether or not chemically defined; - Aluminium hydroxide"
281910,Chromium oxides and hydroxides - Chromium trioxide
281990,Chromium oxides and hydroxides - Other
282010,Manganese oxides - Manganese dioxide
282090,Manganese oxides - Other
282110,Iron oxides and hydroxides; earth colours containing 70 % or - Iron oxides and hydroxides
282120,Iron oxides and hydroxides; earth colours containing 70 % or - Earth colours
282200,2822.00 Cobalt oxides and hydroxides; commercial cobalt oxides - 28.22 Cobalt oxides and hydroxides; commercial cobalt oxides.
282300,2823.00 Titanium oxides - 28.23 Titanium oxides.
282410,"Lead oxides; red lead and orange lead - Lead monoxide (litharge, massicot)"
282490,Lead oxides; red lead and orange lead - Other
282510,Hydrazine and hydroxylamine and their inorganic salts; other - Hydrazine and hydroxylamine and their inorganic salts
282520,Hydrazine and hydroxylamine and their inorganic salts; other - Lithium oxide and hydroxide
282530,Hydrazine and hydroxylamine and their inorganic salts; other - Vanadium oxides and hydroxides
282540,Hydrazine and hydroxylamine and their inorganic salts; other - Nickel oxides and hydroxides
282550,Hydrazine and hydroxylamine and their inorganic salts; other - Copper oxides and hydroxides
282560,Hydrazine and hydroxylamine and their inorganic salts; other - Germanium oxides and zirconium dioxide
282570,Hydrazine and hydroxylamine and their inorganic salts; other - Molybdenum oxides and hydroxides
282580,Hydrazine and hydroxylamine and their inorganic salts; other - Antimony oxides
282590,Hydrazine and hydroxylamine and their inorganic salts; other - Other
282612,"Fluorides; fluorosilicates, fluoroaluminates and other complex - Fluorides - Of aluminium"
282619,"Fluorides; fluorosilicates, fluoroaluminates and other complex - Fluorides - Other"
282630,"Fluorides; fluorosilicates, fluoroaluminates and other complex - Fluorides - Sodium hexafluoroaluminate (synthetic cryolite)"
282690,"Fluorides; fluorosilicates, fluoroaluminates and other complex - Fluorides - Other"
282710,"Chlorides, chloride oxides and chloride hydroxides; bromides - Ammonium chloride"
282720,"Chlorides, chloride oxides and chloride hydroxides; bromides - Calcium chloride"
282731,"Chlorides, chloride oxides and chloride hydroxides; bromides - Other chlorides - Of magnesium"
282732,"Chlorides, chloride oxides and chloride hydroxides; bromides - Other chlorides - Of aluminium"
282735,"Chlorides, chloride oxides and chloride hydroxides; bromides - Other chlorides - Of nickel"
282739,"Chlorides, chloride oxides and chloride hydroxides; bromides - Other chlorides - Other"
282741,"Chlorides, chloride oxides and chloride hydroxides; bromides - Chloride oxides and chloride hydroxides - Of copper"
282749,"Chlorides, chloride oxides and chloride hydroxides; bromides - Chloride oxides and chloride hydroxides - Other"
282751,"Chlorides, chloride oxides and chloride hydroxides; bromides - Bromides and bromide oxides - Bromides of sodium or of potassium"
282759,"Chlorides, chloride oxides and chloride hydroxides; bromides - Bromides and bromide oxides - Other"
282760,"Chlorides, chloride oxides and chloride hydroxides; bromides - Bromides and bromide oxides - Iodides and iodide oxides"
282810,Hypochlorites; commercial calcium hypochlorite; chlorites; - Commercial calcium hypochlorite and other calcium hypochlorites
282890,Hypochlorites; commercial calcium hypochlorite; chlorites; - Other
282911,Chlorates and perchlorates; bromates and perbromates; iodates - Chlorates - Of sodium
282919,Chlorates and perchlorates; bromates and perbromates; iodates - Chlorates - Other
282990,Chlorates and perchlorates; bromates and perbromates; iodates - Chlorates - Other
283010,"Sulphides; polysulphides, whether or not chemically defined - Sodium sulphides"
283090,"Sulphides; polysulphides, whether or not chemically defined - Other"
283110,Dithionites and sulphoxylates - Of sodium
283190,Dithionites and sulphoxylates - Other
283210,Sulphites; thiosulphates - Sodium sulphites
283220,Sulphites; thiosulphates - Other sulphites
283230,Sulphites; thiosulphates - Thiosulphates
283311,Sulphates; alums; peroxosulphates (persulphates) - Sodium sulphates - Disodium sulphate
283319,Sulphates; alums; peroxosulphates (persulphates) - Sodium sulphates - Other
283321,Sulphates; alums; peroxosulphates (persulphates) - Other sulphates - Of magnesium
283322,Sulphates; alums; peroxosulphates (persulphates) - Other sulphates - Of aluminium
283324,Sulphates; alums; peroxosulphates (persulphates) - Other sulphates - Of nickel
283325,Sulphates; alums; peroxosulphates (persulphates) - Other sulphates - Of copper
283327,Sulphates; alums; peroxosulphates (persulphates) - Other sulphates - Of barium
283329,Sulphates; alums; peroxosulphates (persulphates) - Other sulphates - Other
283330,Sulphates; alums; peroxosulphates (persulphates) - Other sulphates - Alums
283340,Sulphates; alums; peroxosulphates (persulphates) - Other sulphates - Peroxosulphates (persulphates)
283410,Nitrites; nitrates - Nitrites
283421,Nitrites; nitrates - Nitrates - Of potassium
283429,Nitrites; nitrates - Nitrates - Other
283510,"Phosphinates (hypophosphites), phosphonates (phosphites) and - Phosphinates (hypophosphites) and phosphonates (phosphites)"
283522,"Phosphinates (hypophosphites), phosphonates (phosphites) and - Phosphates - Of mono- or disodium"
283524,"Phosphinates (hypophosphites), phosphonates (phosphites) and - Phosphates - Of potassium"
283525,"Phosphinates (hypophosphites), phosphonates (phosphites) and - Phosphates - Calcium hydrogenorthophosphate (“dicalcium phosphate”)"
283526,"Phosphinates (hypophosphites), phosphonates (phosphites) and - Phosphates - Other phosphates of calcium"
283529,"Phosphinates (hypophosphites), phosphonates (phosphites) and - Phosphates - Other"
283531,"Phosphinates (hypophosphites), phosphonates (phosphites) and - Polyphosphates - Sodium triphosphate (sodium tripolyphosphate)"
283539,"Phosphinates (hypophosphites), phosphonates (phosphites) and - Polyphosphates - Other"
283620,Carbonates; peroxocarbonates (percarbonates); commercial - Disodium carbonate
283630,Carbonates; peroxocarbonates (percarbonates); commercial - Sodium hydrogencarbonate (sodium bicarbonate)
283640,Carbonates; peroxocarbonates (percarbonates); commercial - Potassium carbonates
283650,Carbonates; peroxocarbonates (percarbonates); commercial - Calcium carbonate
283660,Carbonates; peroxocarbonates (percarbonates); commercial - Barium carbonate
283691,Carbonates; peroxocarbonates (percarbonates); commercial - Other - Lithium carbonates
283692,Carbonates; peroxocarbonates (percarbonates); commercial - Other - Strontium carbonate
283699,Carbonates; peroxocarbonates (percarbonates); commercial - Other - Other
283711,"Cyanides, cyanide oxides and complex cyanides - Cyanides and cyanide oxides - Of sodium"
283719,"Cyanides, cyanide oxides and complex cyanides - Cyanides and cyanide oxides - Other"
283720,"Cyanides, cyanide oxides and complex cyanides - Cyanides and cyanide oxides - Complex cyanides"
283911,Silicates; commercial alkali metal silicates - Of sodium - Sodium metasilicates
283919,Silicates; commercial alkali metal silicates - Of sodium - Other
283990,Silicates; commercial alkali metal silicates - Of sodium - Other
284011,Borates; peroxoborates (perborates) - Disodium tetraborate (refined borax) - Anhydrous
284019,Borates; peroxoborates (perborates) - Disodium tetraborate (refined borax) - Other
